,Unnamed: 0,Zestimate,Price,Rent Zestimate,Days On Zillow,Bathrooms,Bedrooms,Living Area,Home Type,Street Address,Zip,statusType,Mortgage,HOA,Zip_code,Violent_crime,Property_Crime,quality,commute_time,free_lunch,total_schools
383,383,1194385.0,1150000,3669.0,23,3.0,3.0,1512.0,TOWNHOUSE,58 Ryland Park Way,95110,FOR_SALE,32805.774666666664,502,95112,43,54,Below Average,21.8,76.4,100.0
384,384,1992646.0,1888000,4925.0,25,3.0,4.0,2613.0,SINGLE_FAMILY,33 Ayer Ave,95110,FOR_SALE,54731.34346666666,358,95116,47,56,Below Average,21.8,76.4,100.0
385,385,941306.0,899000,3234.0,26,1.0,2.0,1156.0,SINGLE_FAMILY,383 N 17th St,95112,FOR_SALE,25854.53813333333,527,95116,47,56,Below Average,22.7,77.2,100.0
386,386,717908.0,679950,2635.0,28,1.0,2.0,800.0,SINGLE_FAMILY,476 E Saint John St,95112,FOR_SALE,19718.53973333333,445,95126,32,45,Below Average,22.7,77.2,100.0
387,387,696300.0,678000,2499.0,29,1.0,2.0,907.0,CONDO,75 Hobson St APT 4A,95110,FOR_SALE,19125.04,445,95110,43,53,Below Average,21.8,76.4,100.0
388,388,612711.0,599000,2028.0,30,1.0,1.0,663.0,CONDO,175 W Saint James St UNIT 807,95110,FOR_SALE,16829.1288,489,95112,43,54,Below Average,21.8,76.4,100.0
389,389,581845.0,575000,2499.0,31,1.0,0.0,750.0,CONDO,88 E San Fernando St UNIT 504,95113,FOR_SALE,15981.342666666667,388,95110,43,53,Poor,21.2,70.38427835051591,91.18994845360824
390,390,1953025.0,1860000,5340.0,33,4.0,5.0,2842.0,SINGLE_FAMILY,539 N 8th St,95112,FOR_SALE,53643.08666666667,436,95110,43,53,Below Average,22.7,77.2,100.0
391,391,2331949.0,2288888,3750.0,37,2.0,3.0,1836.0,CONDO,38 N Almaden Blvd UNIT 2108,95110,FOR_SALE,64050.86586666668,538,95110,43,53,Below Average,21.8,76.4,100.0
392,392,604598.0,588888,2600.0,38,2.0,1.0,810.0,CONDO,20 S 2nd St UNIT 233,95113,FOR_SALE,16606.291733333335,351,95125,21,31,Poor,21.2,70.38427835051591,91.18994845360824
393,393,779826.0,749000,3266.0,45,2.0,3.0,940.0,SINGLE_FAMILY,342 N 6th St,95112,FOR_SALE,21419.220800000006,428,95110,43,53,Below Average,22.7,77.2,100.0
394,394,713300.0,699000,2749.0,46,1.0,1.0,953.0,CONDO,38 N Almaden Blvd UNIT 516,95110,FOR_SALE,19591.97333333333,501,95112,43,54,Below Average,21.8,76.4,100.0
395,395,,2250000,2100.0,46,,,3825.0,MULTI_FAMILY,466 N 13th St,95112,FOR_SALE,,358,95112,43,54,Below Average,22.7,77.2,100.0
396,396,2414030.0,2395000,1694.0,46,,,4088.0,MULTI_FAMILY,530 N 2nd St,95112,FOR_SALE,66305.35733333332,411,95112,43,54,Below Average,22.7,77.2,100.0
397,397,512800.0,509000,2777.0,48,1.0,0.0,519.0,CONDO,188 W Saint James St #10317,95110,FOR_SALE,14084.906666666668,460,95110,43,53,Below Average,21.8,76.4,100.0
398,398,796800.0,779000,2746.0,50,1.0,1.0,819.0,CONDO,188 W Saint James St #10605,95110,FOR_SALE,21885.44,502,95110,43,53,Below Average,21.8,76.4,100.0
